,playlist_name,track_name,track_artists,popularity,track_number,duration_ms
1444,Rock Hall Nights: Put The Needle On The Record,Sittin' Up In My Room - from Waiting to Exhale - Original Soundtrack,['Brandy'],56,5,292066
1445,Rock Hall Nights: Put The Needle On The Record,Go For Soda,['Kim Mitchell'],51,1,205600
1446,Rock Hall Nights: Put The Needle On The Record,Ah! Leah!,['Donnie Iris'],53,1,222533
1447,Rock Hall Nights: Put The Needle On The Record,Train in Vain (Stand by Me) - Remastered,['The Clash'],65,19,194666
1448,Rock Hall Nights: Put The Needle On The Record,Kiss,['Prince'],73,10,226240
1449,Rock Hall Nights: Put The Needle On The Record,Sunglasses At Night,['Corey Hart'],55,1,320000
1450,Rock Hall Nights: Put The Needle On The Record,You Make My Dreams (Come True),['Daryl Hall & John Oates'],78,8,190626
1451,Rock Hall Nights: Put The Needle On The Record,Love Shack,"[""The B-52's""]",70,4,321573
1452,Rock Hall Nights: Put The Needle On The Record,The Best,['Tina Turner'],65,2,329800
1453,Rock Hall Nights: Put The Needle On The Record,Let's Dance - 2002 Remaster,['David Bowie'],65,1,247600
1454,Rock Hall Nights: Put The Needle On The Record,We Got The Beat,"[""The Go-Go's""]",60,6,153133
1455,Rock Hall Nights: Put The Needle On The Record,Girls on Film - 2010 Remaster,['Duran Duran'],60,1,212853
1456,Rock Hall Nights: Put The Needle On The Record,Kids In America,['Kim Wilde'],0,1,205640
1457,Rock Hall Nights: Put The Needle On The Record,Let's Groove,"['Earth, Wind & Fire']",74,1,339320
1458,Rock Hall Nights: Put The Needle On The Record,I Can't Wait,['Stevie Nicks'],39,1,275840
1459,Rock Hall Nights: Put The Needle On The Record,Tom Sawyer,['Rush'],72,1,276880
1460,Rock Hall Nights: Put The Needle On The Record,Rio - 2009 Remaster,['Duran Duran'],61,1,337333
1461,Rock Hall Nights: Put The Needle On The Record,Freakum Dress,['Beyoncé'],45,7,200533
1462,Rock Hall Nights: Put The Needle On The Record,Cruel Summer,['Bananarama'],56,11,215400
1463,Rock Hall Nights: Put The Needle On The Record,How Will I Know,['Whitney Houston'],72,6,275533
1464,Rock Hall Nights: Put The Needle On The Record,Le Freak - Edit,['CHIC'],54,1,215693
1465,Rock Hall Nights: Put The Needle On The Record,Hot Stuff,['Donna Summer'],0,1,314760
1466,Rock Hall Nights: Put The Needle On The Record,Heartbeat,['Wham!'],42,3,283666
1467,Rock Hall Nights: Put The Needle On The Record,Take It,['Dom Dolla'],65,1,234440
1468,Meet the #RockHall2019 Inductees!,10:15 Saturday Night - 2005 Remaster,['The Cure'],42,1,222093
1469,Meet the #RockHall2019 Inductees!,Boys Don't Cry - Single Version,['The Cure'],63,29,157533
1470,Meet the #RockHall2019 Inductees!,A Forest - 2006 Remaster,['The Cure'],35,7,354933
1471,Meet the #RockHall2019 Inductees!,All Cats Are Grey - 2005 Remaster,['The Cure'],29,4,327640
1472,Meet the #RockHall2019 Inductees!,The Hanging Garden - 2005 Remaster,['The Cure'],39,3,274240
1473,Meet the #RockHall2019 Inductees!,The Lovecats,['The Cure'],52,5,220426
1474,Meet the #RockHall2019 Inductees!,In Between Days - 2006 Remaster,['The Cure'],32,1,177986
1475,Meet the #RockHall2019 Inductees!,Close to Me - 2006 Remaster,['The Cure'],60,7,203266
1476,Meet the #RockHall2019 Inductees!,Why Can't I Be You? - 2006 Remaster,['The Cure'],33,5,193200
1477,Meet the #RockHall2019 Inductees!,Just like Heaven,['The Cure'],66,8,212000
1478,Meet the #RockHall2019 Inductees!,Pictures of You - 2010 Remaster,['The Cure'],42,2,448466
1479,Meet the #RockHall2019 Inductees!,Lovesong - 2010 Remaster,['The Cure'],41,4,209573
1480,Meet the #RockHall2019 Inductees!,Fascination Street - 2010 Remaster,['The Cure'],37,7,316173
1481,Meet the #RockHall2019 Inductees!,Friday I'm in Love,['The Cure'],67,7,214400
1482,Meet the #RockHall2019 Inductees!,Freakshow,['The Cure'],28,4,148320
1483,Meet the #RockHall2019 Inductees!,Getcha Rocks Off,['Def Leppard'],16,2,219287
1484,Meet the #RockHall2019 Inductees!,Hello America,['Def Leppard'],29,2,207520
1485,Meet the #RockHall2019 Inductees!,Bringin' On The Heartbreak,['Def Leppard'],56,4,273733
1486,Meet the #RockHall2019 Inductees!,Photograph,['Def Leppard'],66,2,247962
1487,Meet the #RockHall2019 Inductees!,Rock Of Ages,['Def Leppard'],45,7,247828
1488,Meet the #RockHall2019 Inductees!,Animal,['Def Leppard'],62,3,244560
1489,Meet the #RockHall2019 Inductees!,Pour Some Sugar On Me,['Def Leppard'],59,5,267306
1490,Meet the #RockHall2019 Inductees!,Hysteria,['Def Leppard'],68,10,354636
1491,Meet the #RockHall2019 Inductees!,Love Bites,['Def Leppard'],49,4,346960
1492,Meet the #RockHall2019 Inductees!,Rocket,['Def Leppard'],54,2,396823
1493,Meet the #RockHall2019 Inductees!,Let's Get Rocked,['Def Leppard'],38,1,295957
1494,Meet the #RockHall2019 Inductees!,Two Steps Behind - String / Acoustic Version,['Def Leppard'],56,4,256486
1495,Meet the #RockHall2019 Inductees!,Promises,['Def Leppard'],42,2,239727
1496,Meet the #RockHall2019 Inductees!,Nine Lives,"['Def Leppard', 'Tim McGraw']",37,2,212093
1497,Meet the #RockHall2019 Inductees!,Let's Go,['Def Leppard'],30,1,301946
1498,Meet the #RockHall2019 Inductees!,Young Love,['Janet Jackson'],21,3,298106
1499,Meet the #RockHall2019 Inductees!,Control,['Janet Jackson'],44,1,353306
1500,Meet the #RockHall2019 Inductees!,The Pleasure Principle,['Janet Jackson'],50,5,297973
1501,Meet the #RockHall2019 Inductees!,What Have You Done For Me Lately,['Janet Jackson'],46,3,299493
1502,Meet the #RockHall2019 Inductees!,Nasty,['Janet Jackson'],53,2,243133
1503,Meet the #RockHall2019 Inductees!,Black Cat,['Janet Jackson'],45,16,290573
1504,Meet the #RockHall2019 Inductees!,Love Will Never Do (Without You),['Janet Jackson'],48,10,350000
1505,Meet the #RockHall2019 Inductees!,Rhythm Nation,['Janet Jackson'],53,2,330933
1506,Meet the #RockHall2019 Inductees!,If,['Janet Jackson'],53,6,271640
1507,Meet the #RockHall2019 Inductees!,That's The Way Love Goes,['Janet Jackson'],65,2,265106
1508,Meet the #RockHall2019 Inductees!,I Get Lonely,['Janet Jackson'],57,18,317560
1509,Meet the #RockHall2019 Inductees!,All For You,['Janet Jackson'],60,3,329933
1510,Meet the #RockHall2019 Inductees!,Feedback,['Janet Jackson'],44,2,218213
1511,Meet the #RockHall2019 Inductees!,No Sleeep (feat. J. Cole),"['Janet Jackson', 'J. Cole']",48,9,260776
1512,Meet the #RockHall2019 Inductees!,Made For Now,"['Janet Jackson', 'Daddy Yankee']",55,1,210685
1513,Meet the #RockHall2019 Inductees!,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,"['Stevie Nicks', 'Tom Petty and the Heartbreakers']",61,3,244440
1514,Meet the #RockHall2019 Inductees!,Bella Donna - 2016 Remaster,['Stevie Nicks'],43,1,322106
1515,Meet the #RockHall2019 Inductees!,Leather and Lace - 2016 Remaster,"['Stevie Nicks', 'Don Henley']",52,8,225573
1516,Meet the #RockHall2019 Inductees!,Edge of Seventeen - 2016 Remaster,['Stevie Nicks'],64,6,329413
1517,Meet the #RockHall2019 Inductees!,Stand Back - 2016 Remaster,['Stevie Nicks'],38,6,291093
1518,Meet the #RockHall2019 Inductees!,If Anyone Falls - 2016 Remaster,['Stevie Nicks'],34,2,249133
1519,Meet the #RockHall2019 Inductees!,Talk to Me,['Stevie Nicks'],44,7,250026
1520,Meet the #RockHall2019 Inductees!,I Can't Wait,['Stevie Nicks'],39,1,275840
1521,Meet the #RockHall2019 Inductees!,Has Anyone Ever Written Anything for You,['Stevie Nicks'],54,11,279413
1522,Meet the #RockHall2019 Inductees!,Rooms on Fire,['Stevie Nicks'],56,1,274520
1523,Meet the #RockHall2019 Inductees!,Street Angel,"['Stevie Nicks', 'David Crosby']",21,3,250866
1524,Meet the #RockHall2019 Inductees!,Sorcerer,['Stevie Nicks'],32,3,294920
1525,Meet the #RockHall2019 Inductees!,Landslide (with the Melbourne Symphony) - Live 2006,"['Stevie Nicks', 'Melbourne Symphony Orchestra']",34,11,254373
1526,Meet the #RockHall2019 Inductees!,Secret Love,['Stevie Nicks'],37,1,195560
1527,Meet the #RockHall2019 Inductees!,Starshine,['Stevie Nicks'],34,1,245826
1528,Meet the #RockHall2019 Inductees!,Creep,['Radiohead'],82,2,238640
1529,Meet the #RockHall2019 Inductees!,High And Dry,['Radiohead'],73,3,257480
1530,Meet the #RockHall2019 Inductees!,My Iron Lung,['Radiohead'],55,8,276426
1531,Meet the #RockHall2019 Inductees!,Paranoid Android,['Radiohead'],67,2,387213
1532,Meet the #RockHall2019 Inductees!,No Surprises,['Radiohead'],71,10,229120
1533,Meet the #RockHall2019 Inductees!,Karma Police,['Radiohead'],74,6,264066
1534,Meet the #RockHall2019 Inductees!,Everything In Its Right Place,['Radiohead'],62,1,251426
1535,Meet the #RockHall2019 Inductees!,The National Anthem,['Radiohead'],58,3,351693
1536,Meet the #RockHall2019 Inductees!,Knives Out,['Radiohead'],57,6,254866
1537,Meet the #RockHall2019 Inductees!,Pyramid Song,['Radiohead'],61,2,288733
1538,Meet the #RockHall2019 Inductees!,"There, There",['Radiohead'],58,9,323600
1539,Meet the #RockHall2019 Inductees!,Nude,['Radiohead'],65,3,255386
1540,Meet the #RockHall2019 Inductees!,Lotus Flower,['Radiohead'],57,5,300219
1541,Meet the #RockHall2019 Inductees!,Burn the Witch,['Radiohead'],57,1,220609
1542,Meet the #RockHall2019 Inductees!,Daydreaming,['Radiohead'],60,2,384438
1543,Meet the #RockHall2019 Inductees!,Re-Make/Re-Model,['Roxy Music'],35,1,314426
1544,Meet the #RockHall2019 Inductees!,Ladytron,['Roxy Music'],37,2,266425
1545,Meet the #RockHall2019 Inductees!,The Bob (Medley),['Roxy Music'],33,6,348800
1546,Meet the #RockHall2019 Inductees!,Virginia Plain,['Roxy Music'],51,4,178375
1547,Meet the #RockHall2019 Inductees!,Do The Strand,['Roxy Music'],40,1,243800
1548,Meet the #RockHall2019 Inductees!,The Bogus Man,['Roxy Music'],31,6,560733
1549,Meet the #RockHall2019 Inductees!,Street Life,['Roxy Music'],36,1,209093
1550,Meet the #RockHall2019 Inductees!,A Song For Europe,['Roxy Music'],35,6,346573
1551,Meet the #RockHall2019 Inductees!,All I Want Is You,['Roxy Music'],34,3,173800
1552,Meet the #RockHall2019 Inductees!,Love Is The Drug,['Roxy Music'],61,1,251333
1553,Meet the #RockHall2019 Inductees!,Angel Eyes,['Roxy Music'],28,3,212200
1554,Meet the #RockHall2019 Inductees!,Dance Away,['Roxy Music'],52,8,228266
1555,Meet the #RockHall2019 Inductees!,Oh Yeah!,['Roxy Music'],54,2,290826
1556,Meet the #RockHall2019 Inductees!,Avalon - Remastered,['Roxy Music'],63,3,256839
1557,Meet the #RockHall2019 Inductees!,More Than This - Remastered,['Roxy Music'],66,1,270651
1558,Meet the #RockHall2019 Inductees!,She's Not There,['The Zombies'],63,7,145293
1559,Meet the #RockHall2019 Inductees!,Tell Her No,['The Zombies'],46,10,126600
1560,Meet the #RockHall2019 Inductees!,Summertime,['The Zombies'],56,2,137733
1561,Meet the #RockHall2019 Inductees!,I Can't Make Up My Mind,['The Zombies'],35,3,155960
1562,Meet the #RockHall2019 Inductees!,Can't Nobody Love You,['The Zombies'],47,9,136026
1563,Meet the #RockHall2019 Inductees!,I Remember When I Loved Her,['The Zombies'],30,12,121600
1564,Meet the #RockHall2019 Inductees!,Care Of Cell 44,['The Zombies'],53,1,235826
1565,Meet the #RockHall2019 Inductees!,A Rose For Emily,['The Zombies'],42,2,139093
1566,Meet the #RockHall2019 Inductees!,Beechwood Park - Mono Version,['The Zombies'],44,4,163733
1567,Meet the #RockHall2019 Inductees!,Butcher's Tale (Western Front 1914) - Mono Version,['The Zombies'],32,10,167426
1568,The Cure,10:15 Saturday Night - 2005 Remaster,['The Cure'],42,1,222093
1569,The Cure,Boys Don't Cry - Single Version,['The Cure'],63,29,157533
1570,The Cure,A Forest - 2006 Remaster,['The Cure'],35,7,354933
1571,The Cure,All Cats Are Grey - 2005 Remaster,['The Cure'],29,4,327640
1572,The Cure,The Hanging Garden - 2005 Remaster,['The Cure'],39,3,274240
1573,The Cure,The Lovecats,['The Cure'],52,5,220426
1574,The Cure,In Between Days - 2006 Remaster,['The Cure'],32,1,177986
1575,The Cure,Close to Me - 2006 Remaster,['The Cure'],60,7,203266
1576,The Cure,Why Can't I Be You? - 2006 Remaster,['The Cure'],33,5,193200
1577,The Cure,Just like Heaven,['The Cure'],66,8,212000
1578,The Cure,Pictures of You - 2010 Remaster,['The Cure'],42,2,448466
1579,The Cure,Lovesong - 2010 Remaster,['The Cure'],41,4,209573
1580,The Cure,Fascination Street - 2010 Remaster,['The Cure'],37,7,316173
1581,The Cure,Friday I'm in Love,['The Cure'],67,7,214400
1582,The Cure,Freakshow,['The Cure'],28,4,148320
1583,Janet Jackson: Career Defining Playlist,Young Love,['Janet Jackson'],21,3,298106
1584,Janet Jackson: Career Defining Playlist,Control,['Janet Jackson'],44,1,353306
1585,Janet Jackson: Career Defining Playlist,The Pleasure Principle,['Janet Jackson'],50,5,297973
1586,Janet Jackson: Career Defining Playlist,What Have You Done For Me Lately,['Janet Jackson'],46,3,299493
1587,Janet Jackson: Career Defining Playlist,Nasty,['Janet Jackson'],53,2,243133
1588,Janet Jackson: Career Defining Playlist,Black Cat,['Janet Jackson'],45,16,290573
1589,Janet Jackson: Career Defining Playlist,Love Will Never Do (Without You),['Janet Jackson'],48,10,350000
1590,Janet Jackson: Career Defining Playlist,Rhythm Nation,['Janet Jackson'],53,2,330933
1591,Janet Jackson: Career Defining Playlist,If,['Janet Jackson'],53,6,271640
1592,Janet Jackson: Career Defining Playlist,That's The Way Love Goes,['Janet Jackson'],65,2,265106
1593,Janet Jackson: Career Defining Playlist,I Get Lonely,['Janet Jackson'],57,18,317560
1594,Janet Jackson: Career Defining Playlist,All For You,['Janet Jackson'],60,3,329933
1595,Janet Jackson: Career Defining Playlist,Feedback,['Janet Jackson'],44,2,218213
1596,Janet Jackson: Career Defining Playlist,No Sleeep (feat. J. Cole),"['Janet Jackson', 'J. Cole']",48,9,260776
1597,Janet Jackson: Career Defining Playlist,Made For Now,"['Janet Jackson', 'Daddy Yankee']",55,1,210685
1598,Stevie Nicks: Career Defining Playlist,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,"['Stevie Nicks', 'Tom Petty and the Heartbreakers']",61,3,244440
1599,Stevie Nicks: Career Defining Playlist,Bella Donna - 2016 Remaster,['Stevie Nicks'],43,1,322106
1600,Stevie Nicks: Career Defining Playlist,Leather and Lace - 2016 Remaster,"['Stevie Nicks', 'Don Henley']",52,8,225573
1601,Stevie Nicks: Career Defining Playlist,Edge of Seventeen - 2016 Remaster,['Stevie Nicks'],64,6,329413
1602,Stevie Nicks: Career Defining Playlist,Stand Back - 2016 Remaster,['Stevie Nicks'],38,6,291093
1603,Stevie Nicks: Career Defining Playlist,If Anyone Falls - 2016 Remaster,['Stevie Nicks'],34,2,249133
1604,Stevie Nicks: Career Defining Playlist,Talk to Me,['Stevie Nicks'],44,7,250026
1605,Stevie Nicks: Career Defining Playlist,I Can't Wait,['Stevie Nicks'],39,1,275840
1606,Stevie Nicks: Career Defining Playlist,Has Anyone Ever Written Anything for You,['Stevie Nicks'],54,11,279413
1607,Stevie Nicks: Career Defining Playlist,Rooms on Fire,['Stevie Nicks'],56,1,274520
1608,Stevie Nicks: Career Defining Playlist,Street Angel,"['Stevie Nicks', 'David Crosby']",21,3,250866
1609,Stevie Nicks: Career Defining Playlist,Sorcerer,['Stevie Nicks'],32,3,294920
1610,Stevie Nicks: Career Defining Playlist,Landslide (with the Melbourne Symphony) - Live 2006,"['Stevie Nicks', 'Melbourne Symphony Orchestra']",34,11,254373
1611,Stevie Nicks: Career Defining Playlist,Secret Love,['Stevie Nicks'],37,1,195560
1612,Stevie Nicks: Career Defining Playlist,Starshine,['Stevie Nicks'],34,1,245826
1613,Radiohead,Creep,['Radiohead'],82,2,238640
1614,Radiohead,High And Dry,['Radiohead'],73,3,257480
1615,Radiohead,My Iron Lung,['Radiohead'],55,8,276426
1616,Radiohead,Paranoid Android,['Radiohead'],67,2,387213
1617,Radiohead,No Surprises,['Radiohead'],71,10,229120
1618,Radiohead,Karma Police,['Radiohead'],74,6,264066
1619,Radiohead,Everything In Its Right Place,['Radiohead'],62,1,251426
1620,Radiohead,The National Anthem,['Radiohead'],58,3,351693
1621,Radiohead,Knives Out,['Radiohead'],57,6,254866
1622,Radiohead,Pyramid Song,['Radiohead'],61,2,288733
1623,Radiohead,"There, There",['Radiohead'],58,9,323600
1624,Radiohead,Nude,['Radiohead'],65,3,255386
1625,Radiohead,Lotus Flower,['Radiohead'],57,5,300219
1626,Radiohead,Burn the Witch,['Radiohead'],57,1,220609
1627,Radiohead,Daydreaming,['Radiohead'],60,2,384438
1628,Roxy Music,Re-Make/Re-Model,['Roxy Music'],35,1,314426
1629,Roxy Music,Ladytron,['Roxy Music'],37,2,266425
1630,Roxy Music,The Bob (Medley),['Roxy Music'],33,6,348800
1631,Roxy Music,Virginia Plain,['Roxy Music'],51,4,178375
1632,Roxy Music,Do The Strand,['Roxy Music'],40,1,243800
1633,Roxy Music,The Bogus Man,['Roxy Music'],31,6,560733
1634,Roxy Music,Street Life,['Roxy Music'],36,1,209093
1635,Roxy Music,A Song For Europe,['Roxy Music'],35,6,346573
1636,Roxy Music,All I Want Is You,['Roxy Music'],34,3,173800
1637,Roxy Music,Love Is The Drug,['Roxy Music'],61,1,251333
1638,Roxy Music,Angel Eyes,['Roxy Music'],28,3,212200
1639,Roxy Music,Dance Away,['Roxy Music'],52,8,228266
1640,Roxy Music,Oh Yeah!,['Roxy Music'],54,2,290826
1641,Roxy Music,Avalon - Remastered,['Roxy Music'],63,3,256839
1642,Roxy Music,More Than This - Remastered,['Roxy Music'],66,1,270651
1643,The Rock Hall Celebrates St. Patrick's Day!,I'm Shipping Up To Boston,['Dropkick Murphys'],70,11,153600
1644,The Rock Hall Celebrates St. Patrick's Day!,The Boys Are Back In Town,['Thin Lizzy'],75,6,266720
1645,The Rock Hall Celebrates St. Patrick's Day!,Drunken Lullabies,['Flogging Molly'],1,1,230640
1646,The Rock Hall Celebrates St. Patrick's Day!,I Will Follow - Remastered 2008,['U2'],59,1,217386
1647,The Rock Hall Celebrates St. Patrick's Day!,Chip,['The Real McKenzies'],59,1,194453
1648,The Rock Hall Celebrates St. Patrick's Day!,Whiskey Makes Me Crazy,['The Tossers'],43,5,81293
1649,The Rock Hall Celebrates St. Patrick's Day!,Devil's Dance Floor,['Flogging Molly'],0,10,239653
1650,The Rock Hall Celebrates St. Patrick's Day!,Arrive On St. Patrick's Day,['Sir Reg'],0,2,196893
1651,The Rock Hall Celebrates St. Patrick's Day!,Zombie,['The Cranberries'],80,4,306426
1652,The Rock Hall Celebrates St. Patrick's Day!,Rosie,['Young Dubliners'],0,3,169273
1653,The Rock Hall Celebrates St. Patrick's Day!,Bad Penny,['Rory Gallagher'],0,5,235133
1654,The Rock Hall Celebrates St. Patrick's Day!,The Way Young Lovers Do - 1999 Remaster,['Van Morrison'],47,5,197946
1655,The Rock Hall Celebrates St. Patrick's Day!,Paint The Town Red,['The Mahones'],30,6,203133
1656,The Rock Hall Celebrates St. Patrick's Day!,Mandinka,"[""Sinéad O'Connor""]",24,2,227653
1657,The Rock Hall Celebrates St. Patrick's Day!,What's Going On,['Taste'],8,8,166133
1658,The Rock Hall Celebrates St. Patrick's Day!,I Don't Like Mondays,['The Boomtown Rats'],64,6,259093
1659,The Rock Hall Celebrates St. Patrick's Day!,New Year's Day - Remastered 2008,['U2'],50,3,335613
1660,The Rock Hall Celebrates St. Patrick's Day!,The State Of Massachusetts,['Dropkick Murphys'],42,3,232186
1661,The Rock Hall Celebrates St. Patrick's Day!,What’s Left of the Flag,['Flogging Molly'],0,2,218960
1662,The Rock Hall Celebrates St. Patrick's Day!,Jailbreak,['Thin Lizzy'],61,1,240600
1663,The Rock Hall Celebrates St. Patrick's Day!,Sally MacLennane,['The Pogues'],52,6,165493
1664,The Rock Hall Celebrates St. Patrick's Day!,Pride (In The Name Of Love) - Remastered 2009,['U2'],59,2,228426
